numsteps: 1024 timestep: 0.0002688
time: 0.234392 force: 0.0000
time: 0.234661 force: 0.0000
time: 0.234930 force: 0.0000
time: 0.235199 force: 0.0000
time: 0.235467 force: 0.0000
time: 0.235736 force: 0.0000
time: 0.236005 force: 0.0000
time: 0.236274 force: 0.0000
time: 0.236543 force: 0.0000
time: 0.236811 force: 0.0000
time: 0.237080 force: 0.0000
time: 0.237349 force: 0.0000
time: 0.237618 force: 0.0000
time: 0.237887 force: 0.0000
time: 0.238155 force: 0.0000
time: 0.238424 force: 0.0000
time: 0.238693 force: 0.0000
time: 0.238962 force: 0.0000
time: 0.239231 force: 0.0000
time: 0.239499 force: 0.0000
time: 0.239768 force: 0.0000
time: 0.240037 force: 0.0000
time: 0.240306 force: 0.0000
time: 0.240575 force: 0.0000
time: 0.240843 force: 0.0000
time: 0.241112 force: 0.0000
time: 0.241381 force: 0.0000
time: 0.241650 force: 0.0000
time: 0.241919 force: 0.0000
time: 0.242187 force: 0.0000
time: 0.242456 force: 0.0000
time: 0.242725 force: 0.0000
time: 0.242994 force: 0.0000
time: 0.243263 force: 0.0000
time: 0.243531 force: 0.0000
time: 0.243800 force: 0.0000
time: 0.244069 force: 0.0000
time: 0.244338 force: 0.0000
time: 0.244607 force: 0.0000
time: 0.244875 force: 0.0000
time: 0.245144 force: 0.0000
time: 0.245413 force: 0.0000
time: 0.245682 force: 0.0000
time: 0.245951 force: 0.0000
time: 0.246219 force: 0.0000
time: 0.246488 force: 0.0000
time: 0.246757 force: 0.0000
time: 0.247026 force: 0.0000
time: 0.247295 force: 0.0000
time: 0.247563 force: 0.0000
time: 0.247832 force: 0.0000
time: 0.248101 force: 0.0000
time: 0.248370 force: 0.0000
time: 0.248639 force: 0.0000
time: 0.248907 force: 0.0000
time: 0.249176 force: 0.0000
time: 0.249445 force: 0.0000
time: 0.249714 force: 0.0000
time: 0.249983 force: 0.0000
time: 0.250251 force: 0.0000
time: 0.250520 force: 0.0000
time: 0.250789 force: 0.0000
time: 0.251058 force: 0.0000
time: 0.251327 force: 0.0000
time: 0.251595 force: 0.0000
time: 0.251864 force: 0.0000
time: 0.252133 force: 0.0000
time: 0.252402 force: 0.0000
time: 0.252671 force: 0.0000
time: 0.252939 force: 0.0000
time: 0.253208 force: 0.0000
time: 0.253477 force: 0.0000
time: 0.253746 force: 0.0000
time: 0.254015 force: 0.0000
time: 0.254283 force: 0.0000
time: 0.254552 force: 0.0000
time: 0.254821 force: 0.0000
time: 0.255090 force: 0.0000
time: 0.255359 force: 0.0000
time: 0.255627 force: 0.0000
time: 0.255896 force: 0.0000
time: 0.256165 force: 0.0000
time: 0.256434 force: 0.0000
time: 0.256703 force: 0.0000
time: 0.256971 force: 0.0000
time: 0.257240 force: 0.0000
time: 0.257509 force: 0.0000
time: 0.257778 force: 0.0000
time: 0.258047 force: 0.0000
time: 0.258315 force: 0.0000
time: 0.258584 force: 0.0000
time: 0.258853 force: 0.0000
time: 0.259122 force: 0.0000
time: 0.259391 force: 0.0000
time: 0.259659 force: 0.0000
time: 0.259928 force: 0.0000
time: 0.260197 force: 0.0000
time: 0.260466 force: 0.0000
time: 0.260735 force: 0.0000
time: 0.261003 force: 0.0000
time: 0.261272 force: 0.0000
time: 0.261541 force: 0.0000
time: 0.261810 force: 0.0000
time: 0.262079 force: 0.0000
time: 0.262347 force: 0.0000
time: 0.262616 force: 0.0000
time: 0.262885 force: 0.0000
time: 0.263154 force: 0.0000
time: 0.263423 force: 0.0000
time: 0.263691 force: 0.0000
time: 0.263960 force: 0.0000
time: 0.264229 force: 0.0000
time: 0.264498 force: 0.0000
time: 0.264767 force: 0.0000
time: 0.265035 force: 0.0000
time: 0.265304 force: 0.0000
time: 0.265573 force: 0.0000
time: 0.265842 force: 0.0000
time: 0.266111 force: 0.0000
time: 0.266379 force: 0.0000
time: 0.266648 force: 0.0000
time: 0.266917 force: 0.0000
time: 0.267186 force: 0.0000
time: 0.267455 force: 0.0000
time: 0.267723 force: 0.0000
time: 0.267992 force: 0.0000
time: 0.268261 force: 0.0000
time: 0.268530 force: 0.0000
time: 0.268799 force: 0.0000
time: 0.269067 force: 0.0000
time: 0.269336 force: 0.0000
time: 0.269605 force: 0.0000
time: 0.269874 force: 0.0000
time: 0.270143 force: 0.0000
time: 0.270411 force: 0.0000
time: 0.270680 force: 0.0000
time: 0.270949 force: 0.0000
time: 0.271218 force: 0.0000
time: 0.271487 force: 0.0000
time: 0.271755 force: 0.0000
time: 0.272024 force: 0.0000
time: 0.272293 force: 0.0000
time: 0.272562 force: 0.0000
time: 0.272831 force: 0.0000
time: 0.273099 force: 0.0000
time: 0.273368 force: 0.0000
time: 0.273637 force: 0.0000
time: 0.273906 force: 0.0000
time: 0.274175 force: 0.0000
time: 0.274443 force: 0.0000
time: 0.274712 force: 0.0000
time: 0.274981 force: 0.0000
